filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,TGT_first_code,language_stimuli,language_stimuli_code,mfcc_dtw_cosine_distance_tgt,mfcc_dtw_cosine_distance_oth,fb_dtw_cosine_distance_tgt,fb_dtw_cosine_distance_oth,mfccs_window5_cosine_distance_tgt,mfcc_window5_cosine_distance_oth,fb_window5_cosine_distance_tgt,fb_window5_cosine_distance_oth
BR_TRIP60069_1,ũ,ĩ,s,t,BR672,BR849,BR28,BR-participant1,BR-participant2,True,1,BR,2,0.0307992845773696,0.0271621122956275,0.0515175871551036,0.0516971983015537,0.018918954,0.034010414,0.09028435,0.10244966
TU_TRIP11912_1,ɯ,i,t,s,TU241,TU255,TU129,TU-participant1,TU-participant4,True,1,TU,5,0.0546323843300342,0.0777940899133682,0.0596047490835189,0.0874961540102958,0.19733767,0.2302601,0.2514052,0.28808454
FR_TRIP26963_0,œ,o,z,b,FR3364,FR3259,FR182,FR-participant7,FR-participant6,False,0,FR,0,0.0339482873678207,0.0274902749806642,0.0793858170509338,0.0670950934290885,0.03942245,0.02586012,0.12718646,0.11347302
EN_TRIP22762_1,ɑ,ʌ,z,f,EN552,EN459,EN1927,EN-participant2,EN-participant7,True,1,EN,1,0.0466328747570514,0.0368193164467811,0.1058546006679534,0.0935654416680336,0.07740103,0.072679296,0.27039686,0.23983754
GR_TRIP61577_1,ʏ,aː,f,s,GR268,GR317,GR621,GR-participant4,GR-participant1,True,1,GR,3,0.060415793210268,0.0785191059112548,0.0628719180822372,0.1222864985466003,0.050757483,0.104820944,0.17735049,0.2818559
ES_TRIP33498_1,i:,y:,l,s,ES221,ES234,ES293,ES-participant1,ES-participant5,True,1,ES,6,0.0351731181144714,0.0393975675106048,0.0398177541792392,0.0406424365937709,0.050448038,0.07082828,0.061885353,0.06707068
BR_TRIP20451_0,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,False,0,BR,2,0.0896425396203994,0.1070044115185737,0.0694339200854301,0.104005180299282,0.2850194,0.15246052,0.24074559,0.32445467
FR_TRIP30446_0,ɔ,u,f,f,FR2910,FR3169,FR2668,FR-participant7,FR-participant1,False,0,FR,0,0.0416401214897632,0.0405852235853672,0.0942887887358665,0.0998286306858062,0.14294952,0.07696408,0.37542126,0.13385835
GL_TRIP1354_1,aː,a,g,g,GLO50,GLO156,GLO150,S04F,S03M,True,1,GL,4,0.0129211861640214,0.0134161720052361,0.0335833877325058,0.0372974723577499,0.04228448,0.08112873,0.17171942,0.21941596
BR_TRIP25897_1,ẽ,õ,m,d,BR1024,BR890,BR773,BR-participant5,BR-participant1,True,1,BR,2,0.0603681467473506,0.034068401902914,0.103019468486309,0.075689673423767,0.14390554,0.10573671,0.25299895,0.22106421
TU_TRIP5964_0,ɯ,y,p,t,TU188,TU170,TU24,TU-participant3,TU-participant2,False,0,TU,5,0.0298336874693632,0.0354722216725349,0.0590463727712631,0.0471824966371059,0.045149866,0.055385273,0.1323221,0.13365757
GR_TRIP66209_0,yː,øː,l,t,GR379,GR309,GR493,GR-participant4,GR-participant3,False,0,GR,3,0.0467025600373744,0.0608227029442787,0.0630089864134788,0.0828387662768364,0.057989877,0.077019446,0.10953095,0.14411393
ES_TRIP26801_1,ɤ:,i:,m,v,ES184,ES185,ES55,ES-participant3,ES-participant2,True,1,ES,6,0.0331877544522285,0.0412495657801628,0.0856828615069389,0.1141522601246833,0.034146506,0.05114224,0.10710103,0.12721246
GR_TRIP20981_1,ʏ,ɪ,f,s,GR397,GR404,GR115,GR-participant3,GR-participant6,True,1,GR,3,0.0323804803192615,0.0384946130216121,0.0472838245332241,0.0741137787699699,0.07309299,0.08638831,0.14965194,0.16811341
EN_TRIP15269_0,ʊ,ʌ,t,s,EN2689,EN2733,EN1681,EN-participant8,EN-participant1,False,0,EN,1,0.0448065176606178,0.0445712730288505,0.0559880882501602,0.0678759217262268,0.079938084,0.04745959,0.17364953,0.10328983
BR_TRIP66574_1,i,ɛ,d,s,BR758,BR748,BR993,BR-participant1,BR-participant5,True,1,BR,2,0.0481795594096183,0.0760895684361457,0.0621643364429473,0.0714043751358985,0.06910588,0.11461956,0.09400575,0.13362204
FR_TRIP18983_0,e,ɛ,z,b,FR1914,FR1812,FR1623,FR-participant3,FR-participant4,False,0,FR,0,0.0325981266796588,0.0639675706624984,0.1135531440377235,0.1710313111543655,0.0738079,0.07217125,0.24631661,0.20831703
EN_TRIP3200_1,u,ʊ,z,f,EN47,EN207,EN1866,EN-participant6,EN-participant1,True,1,EN,1,0.0300339758396148,0.027293449267745,0.0594154298305511,0.0491260550916194,0.051955424,0.05149635,0.13363515,0.15038082
BR_TRIP58975_0,ĩ,e,s,p,BR647,BR735,BR558,BR-participant1,BR-participant3,False,0,BR,2,0.0410588532686233,0.0389296747744083,0.0532578602433204,0.0512689128518104,0.20822354,0.1794136,0.25662506,0.25607663
BR_TRIP18676_1,õ,ɔ,k,s,BR514,BR603,BR653,BR-participant3,BR-participant1,True,1,BR,2,0.0435110107064247,0.078971117734909,0.0899785459041595,0.0947578251361846,0.07343537,0.37194136,0.3271955,0.6707646
ES_TRIP9599_0,ø:,æ:,s,t,ES297,ES301,ES189,ES-participant5,ES-participant3,False,0,ES,6,0.0427404195070266,0.0510358847677707,0.0699205994606018,0.0990538597106933,0.08490055,0.16251276,0.2048065,0.29179394
FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,1,FR,0,0.0170703995972871,0.0264871381223201,0.0488883778452873,0.0694358497858047,0.017408252,0.01659956,0.0512032,0.042256884
GR_TRIP8946_0,aː,yː,f,t,GR202,GR134,GR19,GR-participant2,GR-participant6,False,0,GR,3,0.0437307953834533,0.0592291317880153,0.0987088829278945,0.1145750656723976,0.07377104,0.13002875,0.20426539,0.25581524
BR_TRIP46922_1,ĩ,õ,s,t,BR265,BR275,BR159,BR-participant4,BR-participant2,True,1,BR,2,0.0646133050322532,0.0705147162079811,0.0576035715639591,0.1522528380155563,0.07301902,0.16642052,0.121922344,0.5069633
GL_TRIP1774_0,e,ɛ,p,p,GLO86,GLO160,GLO2,S02M,S03M,False,0,GL,4,0.00731947645545,0.0228115897625684,0.0092215538024902,0.0382864996790885,0.03989193,0.19820166,0.04423797,0.39865032
BR_TRIP13188_1,ɐ̃,a,t,t,BR539,BR627,BR675,BR-participant3,BR-participant1,True,1,BR,2,0.0302149374037981,0.0304861310869455,0.0931343138217926,0.0989235192537307,0.17406793,0.13467477,0.51352495,0.38273272
TU_TRIP3761_0,y,i,f,z,TU167,TU177,TU257,TU-participant3,TU-participant1,False,0,TU,5,0.045378353446722,0.0345321334898471,0.0537449158728122,0.0547532178461551,0.03557135,0.04504985,0.13498437,0.14816718
EN_TRIP6872_1,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,True,1,EN,1,0.0434479415416717,0.0311179440468549,0.0899827033281326,0.0951908752322197,0.063223,0.07663829,0.15355225,0.17283987
FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,0,FR,0,0.0616237372159957,0.0592331737279892,0.1186376959085464,0.0815999284386634,0.11971377,0.20179845,0.1968872,0.26196998
GR_TRIP51064_1,yː,uː,z,t,GR43,GR14,GR553,GR-participant6,GR-participant1,True,1,GR,3,0.0281216967850923,0.0456324517726898,0.0463427677750587,0.057172916829586,0.022860633,0.07887525,0.06893816,0.06731661
ES_TRIP8284_0,y:,ø:,l,s,ES69,ES18,ES126,ES-participant2,ES-participant4,False,0,ES,6,0.0632475242018699,0.0715725794434547,0.1044940799474716,0.1370390802621841,0.07017402,0.11342755,0.14768085,0.22816052
BR_TRIP16561_1,ẽ,ũ,m,d,BR553,BR520,BR303,BR-participant3,BR-participant4,True,1,BR,2,0.0735004916787147,0.038677729666233,0.1951349973678589,0.1555327028036117,0.10446855,0.14137787,0.30633572,0.2370769
TU_TRIP8718_0,y,œ,d,ʃ,TU8,TU40,TU83,TU-participant2,TU-participant4,False,0,TU,5,0.0294847376644611,0.053121443837881,0.0649799332022667,0.1002674326300621,0.039708544,0.1068006,0.083567046,0.15560393
FR_TRIP30693_1,ɛ̃,ɛ,f,f,FR3111,FR2928,FR1157,FR-participant7,FR-participant4,True,1,FR,0,0.0375091098248958,0.0589597560465335,0.1153923496603965,0.1615900993347168,0.08100439,0.051057294,0.22086519,0.16984166
ES_TRIP10681_0,y:,ɤ:,s,t,ES312,ES298,ES228,ES-participant5,ES-participant1,False,0,ES,6,0.0342093519866466,0.0507625602185726,0.0470782965421676,0.0502015501260757,0.06214217,0.12355095,0.10078316,0.14009362
EN_TRIP37444_1,i,ɪ,f,s,EN1899,EN1763,EN2503,EN-participant1,EN-participant5,True,1,EN,1,0.0494073554873466,0.0639314576983451,0.0631439238786697,0.087923564016819,0.08279599,0.13494945,0.16369553,0.30781528
GR_TRIP72609_0,øː,ʏ,ts,k,GR761,GR670,GR524,GR-participant5,GR-participant1,False,0,GR,3,0.0361605696380138,0.0429737865924835,0.0627236291766166,0.0591201074421405,0.32169494,0.1838137,0.33251902,0.15609215
FR_TRIP76116_1,ɔ,œ,f,f,FR3609,FR3566,FR2004,FR-participant5,FR-participant3,True,1,FR,0,0.0261689852923154,0.0219459887593984,0.1030425950884819,0.068335123360157,0.036191836,0.077741206,0.14528386,0.18012838
EN_TRIP2900_0,æ,ʌ,z,b,EN261,EN364,EN980,EN-participant6,EN-participant4,False,0,EN,1,0.0426835529506206,0.0648648887872695,0.1753599196672439,0.2293359041213989,0.08125184,0.109809004,0.37780136,0.4378939
TU_TRIP3503_0,u,ɯ,f,z,TU191,TU172,TU246,TU-participant3,TU-participant1,False,0,TU,5,0.0453382581472396,0.0411967262625694,0.0492820218205452,0.0579075440764427,0.06212844,0.07886187,0.1462397,0.10825316
BR_TRIP36955_1,o,ɔ,t,f,BR220,BR341,BR1003,BR-participant4,BR-participant5,True,1,BR,2,0.0409548617899417,0.0263007953763008,0.1687953025102615,0.1212900802493095,0.1305048,0.037786562,0.49549747,0.2955095
GR_TRIP61692_0,ʏ,ʊ,f,s,GR326,GR348,GR548,GR-participant4,GR-participant1,False,0,GR,3,0.06923658400774,0.0678645595908165,0.0632073134183883,0.0600788854062557,0.049754526,0.16824543,0.22852056,0.2489754
GL_TRIP1523_1,i,ɛ,f,f,GLO84,GLO143,GLO58,S04F,S05M,True,1,GL,4,0.0180540140718221,0.0240901578217744,0.0223409868776798,0.0335741378366947,0.07424188,0.12979083,0.30031046,0.49246523
BR_TRIP38638_0,ũ,õ,k,b,BR278,BR423,BR902,BR-participant4,BR-participant5,False,0,BR,2,0.0225149150937795,0.0374161601066589,0.0960323810577392,0.1754459887742996,0.038035545,0.14417244,0.15350561,0.566201
BR_TRIP7706_0,ẽ,ɐ̃,l,s,BR143,BR138,BR839,BR-participant2,BR-participant1,False,0,BR,2,0.042388018220663,0.0517201386392116,0.0751722753047943,0.1001888811588287,0.079886556,0.06677225,0.13315417,0.18842317
ES_TRIP16504_1,ø:,ɤ:,m,v,ES339,ES328,ES255,ES-participant5,ES-participant1,True,1,ES,6,0.0357374176383018,0.0377081297338008,0.0950011238455772,0.0925286337733268,0.039984062,0.04639192,0.14343363,0.17215809
GR_TRIP55733_0,iː,ɪ,ɡ,s,GR276,GR303,GR488,GR-participant4,GR-participant3,False,0,GR,3,0.0502470172941684,0.0810252428054809,0.0633822679519653,0.0787068530917167,0.06554776,0.08005289,0.11318063,0.10301137
FR_TRIP8096_0,o,ɔ,z,f,FR803,FR1021,FR1644,FR-participant2,FR-participant4,False,0,FR,0,0.0300257764756679,0.046877309679985,0.1800722479820251,0.1851128041744232,0.024522917,0.03196209,0.37247938,0.36937287
GR_TRIP6830_1,yː,iː,f,t,GR180,GR174,GR764,GR-participant2,GR-participant5,True,1,GR,3,0.0217352695763111,0.0292619932442903,0.0284050814807415,0.038985751569271,0.02573385,0.06621507,0.09481301,0.14201152
BR_TRIP14438_0,ɐ̃,ĩ,z,b,BR617,BR504,BR763,BR-participant3,BR-participant1,False,0,BR,2,0.0371965356171131,0.0472532249987125,0.0962104126811027,0.0766150802373886,0.09574275,0.16655351,0.15178716,0.11756838
ES_TRIP13567_1,æ:,y:,l,s,ES307,ES294,ES271,ES-participant5,ES-participant1,True,1,ES,6,0.037860307842493,0.066939391195774,0.1085397005081176,0.108033686876297,0.038967535,0.10543789,0.18371329,0.19955418
EN_TRIP22922_0,ɪ,ʊ,z,f,EN720,EN651,EN2197,EN-participant2,EN-participant7,False,0,EN,1,0.0252604689449071,0.0320230014622211,0.058623943477869,0.0679289028048515,0.05632055,0.09626833,0.16447987,0.19138473
TU_TRIP9973_1,ɯ,œ,d,ʃ,TU244,TU206,TU88,TU-participant1,TU-participant4,True,1,TU,5,0.0424470864236354,0.0470293462276458,0.0801561400294303,0.0921378880739212,0.028439255,0.07786612,0.08961504,0.2197206
FR_TRIP65129_0,œ,ø,z,b,FR1599,FR1230,FR4446,FR-participant4,FR-participant8,False,0,FR,0,0.0417199470102787,0.0259770266711711,0.1062274724245071,0.1424780935049057,0.06032966,0.03583782,0.2364239,0.24049343
ES_TRIP22578_0,ɤ:,æ:,s,t,ES85,ES97,ES13,ES-participant4,ES-participant2,False,0,ES,6,0.042332250624895,0.0407247170805931,0.0626504123210907,0.0838524252176284,0.051963985,0.051327612,0.1382934,0.14537124
BR_TRIP65865_1,ẽ,ĩ,l,s,BR839,BR688,BR546,BR-participant1,BR-participant3,True,1,BR,2,0.0705776289105415,0.069314531981945,0.1651459336280822,0.1126094013452529,0.20414479,0.292294,0.44179308,0.43203086
GR_TRIP41043_1,ʏ,yː,b,s,GR28,GR4,GR396,GR-participant6,GR-participant3,True,1,GR,3,0.0359428450465202,0.0406038202345371,0.0451553650200367,0.0528894253075122,0.014446469,0.11664183,0.024735235,0.052446593
TU_TRIP7840_0,i,u,ʃ,t,TU15,TU35,TU166,TU-participant2,TU-participant3,False,0,TU,5,0.0324137918651104,0.0246227793395519,0.049764160066843,0.0588591992855072,0.03748591,0.032464374,0.06768989,0.09348596
EN_TRIP31897_1,ɑ,æ,f,s,EN1219,EN1417,EN10,EN-participant3,EN-participant6,True,1,EN,1,0.0154352476820349,0.0260799210518598,0.0271738767623901,0.0529990829527378,0.028708013,0.031199532,0.05668224,0.13090554
BR_TRIP53536_1,õ,ɐ̃,m,d,BR702,BR679,BR92,BR-participant1,BR-participant2,True,1,BR,2,0.0236205495893955,0.0294675659388303,0.0745828673243522,0.0832618400454521,0.02641671,0.042966157,0.09530765,0.09816052
ES_TRIP27779_0,æ:,a:,m,v,ES187,ES212,ES58,ES-participant3,ES-participant2,False,0,ES,6,0.0434561520814895,0.0534893982112407,0.1411684602499008,0.1450773328542709,0.06773201,0.1009993,0.24598992,0.27061182
BR_TRIP32404_1,ĩ,ẽ,s,t,BR1030,BR921,BR692,BR-participant5,BR-participant1,True,1,BR,2,0.0367626510560512,0.0629669055342674,0.0500630401074886,0.0930308476090431,0.05071845,0.15826373,0.097427316,0.25267345
EN_TRIP36468_0,u,ʊ,z,f,EN1462,EN1342,EN2052,EN-participant3,EN-participant7,False,0,EN,1,0.014049531891942,0.0191843770444393,0.0304755289107561,0.0375627130270004,0.0127486475,0.038052853,0.04684429,0.1011568
FR_TRIP38291_0,ɛ̃,ɑ̃,f,f,FR4094,FR4487,FR3486,FR-participant8,FR-participant5,False,0,FR,0,0.0381480008363723,0.0353678055107593,0.1109883710741996,0.0840682536363601,0.11916536,0.08239894,0.34067777,0.2539851
BR_TRIP57043_1,ɔ,o,t,f,BR825,BR828,BR1000,BR-participant1,BR-participant5,True,1,BR,2,0.0305738057941198,0.0497429408133029,0.0738207995891571,0.0935764834284782,0.08385835,0.12103864,0.23636585,0.27968097
GR_TRIP70267_1,ʊ,ʏ,f,t,GR709,GR694,GR424,GR-participant5,GR-participant3,True,1,GR,3,0.0230871140956878,0.0312421303242445,0.0367407388985157,0.0515836104750633,0.035680044,0.051617492,0.12604423,0.1682874
GL_TRIP1487_1,ɛ,e,p,p,GLO110,GLO107,GLO52,S04F,S05M,True,1,GL,4,0.0086347479373216,0.0205262824892997,0.0268913768231868,0.0423090234398841,0.20034264,0.1290358,0.5625502,0.3039899
FR_TRIP19034_0,ɛ̃,e,z,b,FR1962,FR1914,FR1480,FR-participant3,FR-participant4,False,0,FR,0,0.033327043056488,0.0606744475662708,0.1310478448867797,0.1644399166107177,0.033080235,0.18910879,0.22906059,0.5449953
GR_TRIP12691_0,øː,yː,ts,k,GR172,GR138,GR85,GR-participant2,GR-participant6,False,0,GR,3,0.0351664386689662,0.0300472546368837,0.0560839883983135,0.0413944087922573,0.048454713,0.04584132,0.09740827,0.08226862
GR_TRIP3847_1,ʏ,ɪ,ɡ,s,GR198,GR188,GR323,GR-participant2,GR-participant4,True,1,GR,3,0.058123730123043,0.0661928430199623,0.0766602084040641,0.0833151713013649,0.0944446,0.1455413,0.072342984,0.120418176
BR_TRIP55038_1,ũ,u,d,k,BR661,BR835,BR27,BR-participant1,BR-participant2,True,1,BR,2,0.0223684161901474,0.022049106657505,0.0607044622302055,0.0563848242163658,0.017590508,0.024345404,0.084122084,0.10041835
EN_TRIP39905_1,ʌ,ɑ,z,b,EN1599,EN1639,EN2671,EN-participant1,EN-participant8,True,1,EN,1,0.0488384775817394,0.0417462438344955,0.107189655303955,0.1054701879620552,0.078819215,0.047401864,0.21951415,0.16772935
GR_TRIP52397_0,iː,yː,z,t,GR120,GR43,GR626,GR-participant6,GR-participant1,False,0,GR,3,0.0341609008610248,0.047316163778305,0.0475873984396457,0.0553336665034294,0.02074941,0.072348066,0.05348547,0.05599372
ES_TRIP33123_1,ɤ:,ø:,l,s,ES220,ES267,ES19,ES-participant1,ES-participant2,True,1,ES,6,0.0415202006697654,0.0303294844925403,0.0563414134085178,0.0628707632422447,0.055274863,0.04528036,0.12838478,0.13533597
ES_TRIP6338_0,æ:,ø:,s,t,ES64,ES60,ES121,ES-participant2,ES-participant4,False,0,ES,6,0.0536643452942371,0.0531932786107063,0.1289582252502441,0.100162535905838,0.11070033,0.10671497,0.42407924,0.29974523
TU_TRIP11024_0,u,y,t,s,TU203,TU236,TU100,TU-participant1,TU-participant4,False,0,TU,5,0.0381963700056076,0.0601867921650409,0.0452304817736148,0.05208221077919,0.060187563,0.04021197,0.09196749,0.099030815
TU_TRIP1688_0,y,œ,t,s,TU80,TU105,TU48,TU-participant4,TU-participant2,False,0,TU,5,0.045767243951559,0.062363613396883,0.0514678061008453,0.0863411873579025,0.159929,0.33204353,0.17263263,0.4053995
ES_TRIP3784_1,y:,ɤ:,m,v,ES57,ES7,ES186,ES-participant2,ES-participant3,True,1,ES,6,0.0318463221192359,0.0251676421612501,0.0965768247842788,0.0965908393263816,0.037640646,0.021166781,0.12727496,0.11771427
BR_TRIP31307_0,i,ɛ,f,s,BR994,BR862,BR794,BR-participant5,BR-participant1,False,0,BR,2,0.0512799471616745,0.055511724203825,0.0539530701935291,0.1173204630613327,0.09135981,0.2577722,0.1659909,0.43243158
GL_TRIP1705_0,a,aː,g,g,GLO102,GLO1,GLO127,S02M,S05M,False,0,GL,4,0.0079889651387929,0.0115285944193601,0.0146743757650256,0.0291558224707841,0.23731764,0.28417155,0.41844773,0.4845228
BR_TRIP48875_1,i,ĩ,s,k,BR373,BR266,BR132,BR-participant4,BR-participant2,True,1,BR,2,0.07767254114151,0.0787716507911682,0.0525426976382732,0.0490261204540729,0.07837918,0.102205366,0.06938365,0.14769477
GL_TRIP2320_1,i,e,g,g,GLO99,GLO80,GLO69,S07F,S03M,True,1,GL,4,0.0119568575173616,0.0188396703451871,0.0256296806037426,0.0386944599449634,0.04559602,0.07554144,0.22352989,0.20300244
FR_TRIP50122_0,o,ɔ,z,b,FR526,FR37,FR1888,FR-participant6,FR-participant3,False,0,FR,0,0.0223692059516906,0.0291043706238269,0.062020756304264,0.0827045068144798,0.071925394,0.053384513,0.1235473,0.19090801
FR_TRIP66474_1,i,e,z,f,FR1668,FR1626,FR3185,FR-participant4,FR-participant7,True,1,FR,0,0.0613565072417259,0.0862919241189956,0.0871944576501846,0.1245554462075233,0.10713734,0.101311415,0.17864573,0.22457942
EN_TRIP24138_1,ɑ,æ,f,s,EN563,EN469,EN1939,EN-participant2,EN-participant7,True,1,EN,1,0.043455820530653,0.064455471932888,0.0893248245120048,0.1394058465957641,0.09889032,0.2389543,0.3003947,0.61580783
ES_TRIP28537_1,ɤ:,æ:,s,t,ES166,ES193,ES298,ES-participant3,ES-participant5,True,1,ES,6,0.0425413660705089,0.0586105659604072,0.0628503933548927,0.1004186421632766,0.06466181,0.10380851,0.17343055,0.3166104
FR_TRIP76049_0,e,ɛ,f,f,FR3553,FR3742,FR1930,FR-participant5,FR-participant3,False,0,FR,0,0.0131077338010072,0.0228750593960285,0.0317659154534339,0.0583908185362815,0.017397143,0.08090186,0.028138692,0.16300108
BR_TRIP2928_1,a,ɐ̃,t,t,BR72,BR3,BR729,BR-participant2,BR-participant1,True,1,BR,2,0.0211330112069845,0.0272010955959558,0.0577773265540599,0.0698744431138038,0.040635176,0.052926164,0.11867496,0.12295508
ES_TRIP12840_0,i:,æ:,l,s,ES305,ES307,ES221,ES-participant5,ES-participant1,False,0,ES,6,0.0329869240522384,0.0641493201255798,0.0411783196032047,0.089314229786396,0.045587365,0.2241229,0.06778651,0.2614162
BR_TRIP4180_0,ĩ,e,z,b,BR15,BR82,BR304,BR-participant2,BR-participant4,False,0,BR,2,0.0680782720446586,0.0670892596244812,0.0862756669521331,0.1082806438207626,0.092322096,0.08523004,0.15164433,0.20396367
TU_TRIP1406_0,i,u,t,s,TU77,TU69,TU45,TU-participant4,TU-participant2,False,0,TU,5,0.0401395186781883,0.0508431382477283,0.0521809607744216,0.0548332072794437,0.04212793,0.061792012,0.0724973,0.07302669
GR_TRIP60074_1,ɪ,iː,f,t,GR302,GR372,GR636,GR-participant4,GR-participant1,True,1,GR,3,0.034452948719263,0.0383573025465011,0.0579698793590068,0.0578220896422863,0.054075297,0.05376846,0.19504924,0.123720415
ES_TRIP21355_1,y:,ø:,m,v,ES114,ES111,ES45,ES-participant4,ES-participant2,True,1,ES,6,0.0620400682091712,0.0473569892346859,0.0991067588329315,0.0854483097791671,0.10175189,0.06904607,0.15244952,0.14282702
FR_TRIP2187_0,ɔ̃,ɑ̃,f,f,FR924,FR994,FR3732,FR-participant2,FR-participant5,False,0,FR,0,0.0228547342121601,0.023719485849142,0.0479816123843193,0.0517138950526714,0.029193493,0.031182261,0.09641292,0.12647977
FR_TRIP84142_0,ɔ,ø,z,f,FR3596,FR3968,FR4007,FR-participant5,FR-participant8,False,0,FR,0,0.0278387479484081,0.053113330155611,0.0842695981264114,0.1208652630448341,0.03766445,0.028006611,0.0718721,0.10180078
FR_TRIP35302_1,y,i,z,b,FR4329,FR4402,FR1270,FR-participant8,FR-participant4,True,1,FR,0,0.0358115769922733,0.0454511493444442,0.0948275253176689,0.1142842471599578,0.045170996,0.10407353,0.14903778,0.17042035
EN_TRIP3374_1,ɪ,æ,z,f,EN181,EN160,EN962,EN-participant6,EN-participant4,True,1,EN,1,0.0388758033514022,0.0314401052892208,0.0479080975055694,0.0584269426763057,0.065634534,0.06201318,0.2473588,0.24483445
BR_TRIP58555_0,e,i,f,s,BR818,BR759,BR1018,BR-participant1,BR-participant5,False,0,BR,2,0.0365774445235729,0.063088446855545,0.0716169029474258,0.0709485709667205,0.10794116,0.20217294,0.25155693,0.26394457
GL_TRIP2358_0,ɛ,i,g,g,GLO158,GLO99,GLO18,S07F,S03M,False,0,GL,4,0.0114450799301266,0.0158323273062706,0.0333812832832336,0.0302290227264165,0.19909278,0.11853775,0.35690814,0.23693144
GR_TRIP19755_1,yː,ʏ,f,t,GR492,GR511,GR5,GR-participant3,GR-participant6,True,1,GR,3,0.0291584637016057,0.0337991155683994,0.0567653477191925,0.0462093390524387,0.033738896,0.07511844,0.07584766,0.15768084
